Index       TIME            {V(VI)+1}         {V(VO)+1}    
479      4.79000000e-06    1.01709324e+00    1.99998834e+00
480      4.80000000e-06    1.02560261e+00    1.99998680e+00
481      4.81000000e-06    1.03582799e+00    1.99998640e+00
482      4.82000000e-06    1.04900065e+00    1.99998793e+00
483      4.83000000e-06    1.06217331e+00    1.99998947e+00
484      4.84000000e-06    1.07900367e+00    1.99998841e+00
485      4.85000000e-06    1.09650908e+00    1.99998688e+00
486      4.86000000e-06    1.11526201e+00    1.99998632e+00
487      4.87000000e-06    1.13666090e+00    1.99998786e+00
488      4.88000000e-06    1.15805979e+00    1.99998940e+00
489      4.89000000e-06    1.18213259e+00    1.99998849e+00
490      4.90000000e-06    1.20688800e+00    1.99998695e+00
491      4.91000000e-06    1.23238973e+00    1.99998625e+00
492      4.92000000e-06    1.25988047e+00    1.99998779e+00
493      4.93000000e-06    1.28737121e+00    1.99998932e+00
494      4.94000000e-06    1.31596291e+00    1.99998777e+00
495      4.95000000e-06    1.34550464e+00    1.99998777e+00
496      4.96000000e-06    1.37565562e+00    1.99998777e+00
497      4.97000000e-06    1.40630939e+00    1.99998777e+00
498      4.98000000e-06    1.43733340e+00    9.99999636e-01
499      4.99000000e-06    1.46860515e+00    1.00000040e+00
500      5.00000000e-06    1.50000000e+00    1.00000042e+00
End of Xyce(TM) Simulation
